,CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS
803,10294,5002700010294,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU USF JOSE ABRAO DR ELIAS NASSER NETO,,,M,,,,,4,2,79114220,RUA ANTONIO LOPES,77,JOSE ABRAO,67 2020-2015,"-20,417431","-54,661258",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,ubsfjoseabrao@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
804,10308,5002700010308,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER,,,M,,,,,4,2,79081010,RUA DO HIPODROMO,13,JOCKEY CLUB,67 2020 -1958,"-20,495174","-54,62368",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,csjockey@sesau.campogrande.ms.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
805,10316,5002700010316,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU USF CIDADE MORENA DR VICENTE FRAGELLI,,,M,,,,,4,2,79073041,RUA JAGUARIUNA,543,CIDADE MORENA,67 20201949 /,"-20,550867","-54,588635",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,cscidmorena@sesau.campogrande.ms.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
806,10324,5002700010324,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU USF ESTRELA DO SUL DR WILLIAN MACKSOUD,,,M,,,,,4,2,79013370,RUA HAMLET,313,ESTRELA DO SUL,67 2020 1996,"-20,417913","-54,596279",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,csestreladosul@hotmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
807,10332,5002700010332,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU USF SAO FRANCISCO,,,M,,,,,4,2,79017084,RUA IDA BAIS,19,NOVA LIMA,67 2020 2048,"-20,384553","-54,559352",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,ubssfgerencia@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
808,10340,5002700010340,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA,,,M,,,,,4,2,79063090,RUA FILOMENA SEGUNDO NASCIMENTO,812,JARDIM MONUMENTO,67 2020 1981,"-20,527418","-54,602491",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,cspereira@sesau.campogrande.ms.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
809,10359,5002700010359,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU CENTRO DE ATENCAO PSICOSSOCIAL III MARGARIDA,,,M,,,,,4,70,79022127,RUA ITAMBE,2939,MONTE CARLO,67-2020-1894/1895,"-20,44346","-54,592165",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,capsiivm@hotmail.com,1244,"0,0","0,0","0,0","0,0","1,0","1,0",,SIM
810,10367,5002700010367,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU USF PIONEIRA DR CELSO LACERDA DE AZEVEDO,,,M,,,,,4,2,79070140,RUA ANA LUIZA DE SOUZA,685,PIONEIRA,67 20201964,"-20,5151626785","-54,6093249321",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,cspioneira@sesau.campogrande.ms.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
811,10375,5002700010375,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU CEI CENTRO DE ESPECIALIDADES INFANTIL DR JOSE ANT P,,,M,,,,,4,4,79086110,AVENIDA MANOEL DA COSTA LIMA,3272,GUANANDI,67-2020-2082,"-20,4957","-54,64651",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,cae@sesau.capital.ms.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,SIM
812,10383,5002700010383,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,CRS DR ENIO CUNHA GUANANDI,,,M,,,,,4,73,79086110,AVENIDA MANOEL DA COSTA LIMA,3372,GUANANDI,67 - 33146335,,,6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,csgua@sesau.capital.ms.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,SIM
813,10391,5002700010391,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU LABCEM LABORATORIO CENTRAL MUNICIPAL,,,M,,,,,4,80,79022250,RUA APIACAS,183,VILA RICA,67 - 33144763,"-20,4415348","-54,5957224",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,,,,,"1,0","0,0",,SIM
814,10405,5002700010405,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU CEDIP SAE SERVICO AMBULATORIAL ESPECIALIZADO,,,M,,,,,4,36,79034180,RUA DOS COQUEIROS,S/N,PARQUE DOS NOVOS EST,67-2020-1887,"-20,411019","-54,572318",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,cediphd@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
815,10413,5002700010413,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF,,,M,,,,,4,2,79073000,AVENIDA DOS CAFEZAIS,2697,JARDIM MACAUBAS,67 2020 2017,"-20,5430042836","-54,6041965485",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,psfmacaubas@sesau.campogrande.ms.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
816,10421,5002700010421,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU USF JARDIM MARABA DRA MARLY ANNA TATTON BERG G PEREIRA,,,M,,,,,4,2,79023131,RUA TORQUARTO NETO,28,JD MARABA,67-2020-2022/2021,"-20,4342843284","-54,581617713",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,jdmaraba2013@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
817,10448,5002700010448,50,500270,3501509000106.0,MUNICIPIO DE CAMPO GRANDE,SESAU CEDIP HD HOSPITAL DIA,,,M,,,,,4,62,79034180,RUA DOS COQUEIROS,S/N,PARQUE DOS NOVOS EST,67-20201887/20201889,"-20,410969","-54,572331",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,cediphd@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","1,0",,SIM
818,10456,5300100010456,53,530010,,HOSPITAL DE BASE DO DISTRITO FEDERAL,HOSPITAL DE BASE DO DISTRITO FEDERAL,,,E,,,,,5,5,70335900,SMHS QUADRA 101 AREA ESPECIAL,001,ASA SUL,6133151450,"-15,7997795347","-47,8897047043",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",28481233000172.0,ncais.hbdf@gmail.com,3077,"1,0","0,0","0,0","1,0","1,0","1,0",,SIM
819,10464,5300100010464,53,530010,394700000108.0,DISTRITO FEDERAL SECRETARIA DE SAUDE,HRAN,,,E,,,,,5,5,70710100,SMHN QUADRA,101,PLANO PILOTO,61 3254300,"-15,7857462","-47,8827625",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",394700001260.0,,1023,"1,0","1,0","1,0","1,0","1,0","1,0",,SIM
820,10472,5300100010472,53,530010,394700000108.0,HOSPITAL REGIONAL DO GAMA,HRG,,,E,,,,,3,5,72405901,AREA ESPECIAL,S/N,GAMA,,"-16,0232210983","-48,0693268776",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",394700000612.0,,1023,"1,0","1,0","0,0","1,0","1,0","1,0",,SIM
821,10480,5300100010480,53,530010,394700000108.0,HOSPITAL REGIONAL DE CEILANDIA,HOSPITAL REGIONAL DE CEILANDIA,,,E,,,,,3,5,72215270,AREA ESPECIAL,1,CEILANDIA SUL,20172000,"-15,815563536","-48,095934391",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",394700001341.0,das.drsc@gmail.com,1023,"1,0","1,0","1,0","1,0","1,0","1,0",,SIM
822,10499,5300100010499,53,530010,394700000108.0,HOSPITAL REGIONAL DE TAGUATINGA,HRT HOSPITAL REGIONAL DE TAGUATINGA,,,E,,,,,3,5,72120970,SETOR C NORTE,024,TAGUATINGA,(61)20171700,"-15,8224796168","-48,0692195892",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",394700000965.0,super.sudoeste.df@gmail.com,1023,"1,0","1,0","0,0","1,0","1,0","1,0",,SIM
823,10502,5300100010502,53,530010,394700000108.0,HOSPITAL REGIONAL DE SOBRADINHO,HRS,,,E,,,,,5,5,73010901,QUADRA 12 AREA RESERVADA,01,SOBRADINHO,(61)34879200,"-15,6483704377","-47,792673111",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",394700001422.0,gab.cgss@hotmail.com,1023,"1,0","1,0","1,0","1,0","1,0","1,0",,SIM
824,10510,5300100010510,53,530010,38174000143.0,FUNDACAO UNIVERSIDADE DE BRASILIA,HOSPITAL UNIVERSITARIO DE BRASILIA,,,E,,,,,5,5,70310500,SGAN QUADRA 605,S/N,ASA NORTE,,"-15,7714808715","-47,8737831116",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",38174000658.0,,1139,"1,0","1,0","1,0","1,0","1,0","1,0",,SIM
825,10529,5300100010529,53,530010,394700000108.0,HOSPITAL REGIONAL DE PLANALTINA,HRPL,,,E,,,,,4,5,73310000,AVENIDA W L 04,S/N,PLANALTINA,(61) 33899169,"-15,6249173292","-47,6527476311",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",394700001180.0,da.hrpl@gmail.com,1023,"1,0","1,0","1,0","1,0","1,0","1,0",,SIM
826,10537,5300100010537,53,530010,394700000108.0,HOSPITAL MATERNO INFANTIL DR ANTONIO LISBOA,HOSPITAL MATERNO INFANTIL DR ANTONIO LISBOA,,,E,,,,,5,5,70203900,AV L2 SUL QUADRA 608 MODULA A,2,ASA SUL,(61)34457500,"-15,824457","-47,8972328416",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",394700000884.0,diretoria.hmib.centrosul@saude.df.gov.br,1023,"1,0","1,0","1,0","1,0","1,0","1,0",,SIM
827,10545,5300100010545,53,530010,394700000108.0,HOSPITAL REGIONAL DE BRAZLANDIA,HRBZ,,,E,,,,,4,5,72720660,AREA ESPECIAL,06,SETOR TRADICIONAL,(61) 3449-6392,"-15,6751470865","-48,2036304474",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",394700000701.0,gab.cgsbz@gmail.com,1023,"1,0","1,0","1,0","1,0","1,0","1,0",,SIM
828,10553,5208700010553,52,520870,,MEGA ESPACO ODONTOLOGICO LTDA,MEGA ESPACO ODONTOLOGICO,,,M,,,,,4,22,74063320,RUA 67B,165,SETOR NORTE FERROVIA,6239453311,"-16,6623006588","-49,3008899689",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,34698350000195.0,megaespacoodontologico@gmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
829,10561,5300100010561,53,530010,,HOSPITAL DAS FORCAS ARMADAS,HFA,,,E,,,,,4,5,70675731,SETOR SUDOESTE SUDOESTE CRUZEIRO OCTOGONAL,00,CRUZEIRO,39662555,"-15,80117","-47,934781",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",3568867000136.0,cnes.hfa@gmail.com,1015,"1,0","1,0","0,0","1,0","1,0","1,0",,NAO
830,10588,5300100010588,53,530010,394700000108.0,POLICLINICA DE TAGUATINGA,POLICLINICA DE TAGUATINGA,,,E,,,,,4,4,72155000,C 12 AREA ESPECIAL,1,TAGUATINGA,,"-15,83501312","-48,0597808957",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsas3.srsso@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
831,10596,5300100010596,53,530010,394700000108.0,CENTRO ESPECIALIZADO EM DOENCAS INFECCIOSAS,CEDIN,,,E,,,,,3,36,70351580,EQS SUL 508 509,1,ASA SUL,(61)32449406,"-15,8142009369","-47,9078686237",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gerenciahospitaldia@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","1,0",,SIM
832,10618,5300100010618,53,530010,394700000108.0,HOSPITAL SAO VICENTE DE PAULO HSVP,HOSPITAL SAO VICENTE DE PAULO HSVP,,,E,,,,,3,7,72016010,ST C SUL QSC AE TAGUATINGA SUL,01,TAGUATINGA CENTRO,(61)34519700,"-15,8365691091","-48,0599284172",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",394700001007.0,"DGHSVP@SAUDE.DF.GOV.BR, hsvp.sesdf@gmail.com,",1023,"0,0","0,0","0,0","0,0","1,0","1,0",,SIM
833,10626,5300100010626,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 05 DE TAGUATINGA,UBS 05 TAGUATINGA,,,E,,,,,3,2,72155000,SETOR D SUL AE 23,23,TAGUATINGA SUL,(61) 3563-9176,"-15,851049","-48,047118",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap5.tag@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
834,10634,5300100010634,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE 01 PARANOA,UBS 1 PARANOA,,,E,,,,,3,2,71572117,QD 21 AREA ESPECIAL CONJUNTO 15,15,PARANOA,,"-15,7691951577","-47,7799193294",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gerenciaapsleste1@saude.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
835,10642,5300100010642,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 01 DE SAMAMBAIA,UBS 01 SAMAMBAIA,,,E,,,,,4,2,72318599,QS 408 AREA ESPECIAL 01,S/N,SAMAMBAIA NORTE,,"-15,862526","-48,077073",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap1.sam@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
836,10650,5300100010650,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 2 PLANALTINA,UBS 2 PLANALTINA,,,E,,,,,3,2,73350100,ENTRE QUADRAS 1 10 AREA ESPECIAL,S/N,PLANALTINA,61 3449-5849,"-15,6123694","-47,6432971",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap02.pl@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
837,10669,5300100010669,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE 2 SANTA MARIA,UBS 2 SANTA MARIA,,,E,,,,,4,2,72547305,EQ 217 317 LOTE E,1,SANTA MARIA,6134497490,"-16,0072471404","-47,9895687103",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
838,10677,5300100010677,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 03 DE SAMAMBAIA,UBS 03 SAMAMBAIA,,,E,,,,,4,2,72329500,QN 429 CONJUNTO F LOTE,01,SAMAMBAIA NORTE,61 2017-2200/R:5021,"-15,896572","-48,138999",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap3.sam@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
839,10685,5300100010685,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 04 DE SAMAMBAIA,UBS 04 SAMAMBAIA,,,E,,,,,4,2,72312702,QN 512 CONJUNTO 2 LOTE,123,SAMAMBAIA SUL,61 3358-1335,"-15,878955","-48,068554",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap4.sam@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
840,10693,5300100010693,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 ASA SUL,UBS 01 ASA SUL,,,E,,,,,3,2,70380580,AV W3 SUL EQS 514 515 SUL,S/N,ASA SUL,(61)32465714,"-15,8256743534","-47,9240584373",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,csb1408@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",13.0,SIM
841,10707,5300100010707,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 ASA NORTE,UBS 1 ASA NORTE,,,E,,,,,4,2,70790054,SGAN,905,ASA NORTE,61334494826,"-15,7733496755","-47,8926068544",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,CSB11SAUDE@GMAIL.COM,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
842,10715,5300100010715,53,530010,394700000108.0,CENTRO DE ESPECIALIDADE ASA NORTE,CEDOH ASA NORTE,,,E,,,,,4,4,70853450,EQN 208 408,208,ASA NORTE,(61)3274-9158,"-15,7617029254","-47,880563736",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,cedoh.sesdf@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",13.0,SIM
843,10723,5300100010723,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 2 ASA NORTE,UBS 2 ASA NORTE,,,E,,,,,4,2,70764400,EQN 114 115,01,ASA NORTE,6134494830,"-15,7430749964","-47,8917378187",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,ubs3an.srscn@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
844,10731,5300100010731,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 CRUZEIRO,UBS 1 CRUZEIRO,,,E,,,,,4,2,70655610,SHCES QUADRA 601,S/N,CRUZEIRO NOVO,6134494810,"-15,8007499404","-47,9421526194",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap1.cruzeiro@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
845,10758,5300100010758,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 2 CRUZEIRO,UBS 2 CRUZEIRO,,,E,,,,,4,2,70640008,SRES LOTE,04,CRUZEIRO VELHO,6134494814,"-15,7834832496","-47,9358655214",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,csb14cruzeirovelho@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
846,10766,5300100010766,53,530010,394700000108.0,CENTRO DE ESPECIALIDADES ODONTOLOGICAS CEO ASA SUL UNIDADE I,CEO 712 912 SUL,,,E,,,,,4,36,70390125,SEPS QUADRA 712 912 SUL,712,PLANO PILOTO,(61)32457013,"-15,8171119328","-47,9193484783",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,394700002070.0,ceo712sul@gmail.com,1023,"0,0","0,0","0,0","0,0","0,0","0,0",,SIM
847,10774,5300100010774,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 02 DE SAMAMBAIA,UBS 02 SAMAMBAIA,,,E,,,,,4,2,72331565,QS 611 AREA ESPECIAL,2,SAMAMBAIA NORTE,(61) 3359-9316,"-15,8755","-48,1093",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap2.sam@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
848,10782,5300100010782,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE 1 SANTA MARIA,UBS 1 SANTA MARIA,,,E,,,,,4,2,72507520,QR 207 307 CONJ T LOTE,2,SANTA MARIA,6134497486,"-16,0264665703","-48,0262992094",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
849,10790,5300100010790,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 SAO SEBASTIAO,UBS 1 SAO SEBASTIAO,,,E,,,,,3,2,71691047,CENTRO DE MULTIPLAS ATIVIDADES CONJ 10,10,SAO SEBASTIAO,(61)33351503,"-15,9024386242","-47,7726182342",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap1ssb.leste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
850,10804,5300100010804,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 01 DO RECANTO DAS EMAS,UBS 01 RECANTO DAS EMAS,,,E,,,,,4,2,72620400,QUADRA 307 AREA ESPECIAL 01,S/N,RECANTO DAS EMAS,,"-15,919114","-48,10147",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap1.rec@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
851,10812,5300100010812,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 DO LAGO SUL,UBS 01 LAGO SUL,,,E,,,,,3,2,71655200,SHIS QI 21 23,1,LAGO SUL,(61)33663882,"-15,8464053663","-47,8542995453",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,csb1405@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",13.0,SIM
852,10820,5300100010820,53,530010,394700000108.0,SES SRSSU DIRAPS UBS 1 GAMA,UBS 1 GAMA,,,E,,,,,3,2,72415318,EQ 6 12 AREAS ESPECIAIS,S/N,SETOR SUL GAMA,6134497367,"-16,0206791692","-48,0847603083",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gerenciagsap1gama@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
853,10839,5300100010839,53,530010,394700000108.0,UBS 2 GAMA,UBS 2 GAMA,,,E,,,,,3,2,72410110,QUADRA,11,SETOR SUL,61 34497371,"-16,0364649385","-48,0611618459",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
854,10847,5300100010847,53,530010,394700000108.0,UBS 3 GAMA,UBS 3 GAMA,,,E,,,,,3,2,72450035,EQ 3 5 AREA ESPECIAL SETOR LESTE GAMA,S/N,GAMA,6134497375,"-16,0058342757","-48,052740097",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
855,10855,5300100010855,53,530010,394700000108.0,UBS 4 GAMA,UBS 4 GAMA,,,E,,,,,3,2,72460120,PRACA 3 AREA ESPECIAL N,02,GAMA DF,61 34497379,"-16,0260929751","-48,0568546057",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
856,10863,5300100010863,53,530010,394700000108.0,UBS 5 GAMA,UBS 5 GAMA,,,E,,,,,3,2,72405380,QUADRA 38 AREA ESPECIAL LESTE SC,38,GAMA,61 3449-7383,"-16,0232691","-48,0616634316",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
857,10871,5300100010871,53,530010,394700000108.0,UBS 6 GAMA,UBS 6 GAMA,,,E,,,,,3,2,72465390,ENTRE QUADRA,S/N,SETOR OESTE,61 34497387,"-16,0115475505","-48,0739831924",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
858,10898,5300100010898,53,530010,394700000108.0,UBS 7 GAMA,UBS 7 GAMA,,,E,,,,,3,2,72405170,AREA ESPECIAL N 17,17,GAMA,61 34497391,"-16,0138111584","-48,067535162",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
859,10901,5300100010901,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 01 DE TAGUATINGA,UBS 01 TAGUATINGA,,,E,,,,,4,2,72155000,QNG AE 18 19,S/N,TAGUATINGA NORTE,,"-15,795495","-48,059349",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap1tag@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
860,10928,5300100010928,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 02 DE TAGUATINGA,UBS 02 TAGUATINGA,,,E,,,,,3,2,72155000,QND LOTE A PRACA DO BICALHO,02,TAGUATINGA NORTE,(61) 3355-6110,"-15,810484","-48,063039",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap2.tag@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
861,10936,5300100010936,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 03 DE TAGUATINGA,UBS 03 TAGUATINGA,,,E,,,,,3,2,72155000,QNL 01 AE 02,02,TAGUATINGA NORTE,(61) 3336-3028,"-15,832884","-48,076236",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap3.tag@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
